hit_group,n_songs,danceability,energy,loudness,tempo,valence
NotTop10,429,0.6658018648018648,0.6855641025641026,-6.237181818181818,117.64122144522145,0.5970664335664335
Top10,54,0.6700185185185186,0.6923703703703704,-5.869703703703704,108.96244444444444,0.6060574074074074
